game_id,date,player,rank,substitute_player,winner,score,color,num_of_cities,num_of_settlement,num_of_roads,num_of_dev_cards,buy_dev_card_first,builds_city_first,builds_settlement_first,num_of_harbor,which_resources_first,cashier,time_in_min,is_extension,start_time,longest_road,largest_army,first_brick_harbor,first_ore_harbor,first_grain_harbor,first_wool_harbor,first_lumber_harbor,first_3to1_harbor,num_of_brick_harbor,num_of_grain_harbor,num_of_3to1_harbor,num_of_lumber_harbor,num_of_ore_harbor,num_of_wool_harbor,initial_dices,dessert_placement
22.0,2022-03-28,B,2.0,,A,4.0,Orange,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,['Grain'],0.0,45.0,0.0,23:50:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
22.0,2022-03-28,E,3.0,,A,5.0,White,0.0,4.0,8.0,2.0,1.0,0.0,1.0,1.0,"['Ore', 'Brick', 'Lumber']",1.0,45.0,0.0,23:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
23.0,2022-04-01,B,1.0,,B,10.0,Red,4.0,0.0,4.0,5.0,1.0,0.0,1.0,1.0,"['Brick', 'Ore', 'Lumber']",0.0,40.0,0.0,00:50:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
23.0,2022-04-01,A,2.0,,B,6.0,White,3.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,"['Grain', 'Ore', 'Brick']",1.0,40.0,0.0,00:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
23.0,2022-04-01,E,3.0,,B,9.0,Blue,2.0,1.0,7.0,2.0,0.0,1.0,0.0,1.0,"['Grain', 'Lumber', 'Ore']",0.0,40.0,0.0,00:50:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
24.0,2022-04-01,A,2.0,F,E,8.0,White,4.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,"['Brick', 'Brick', 'Grain']",1.0,110.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
24.0,2022-04-01,B,6.0,,E,7.0,Blue,3.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,"['Lumber', 'Lumber', 'Grain']",0.0,110.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
24.0,2022-04-01,E,5.0,,E,10.0,Brown,4.0,0.0,5.0,3.0,1.0,1.0,0.0,2.0,"['Ore', 'Wool']",0.0,110.0,1.0,22:10:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
24.0,2022-04-01,Cc,1.0,,E,8.0,Red,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,"['Wool', 'Wool', 'Grain']",0.0,110.0,1.0,22:10:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
24.0,2022-04-01,V,4.0,,E,8.0,Green,4.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,"['Ore', 'Ore', 'Grain']",0.0,110.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
24.0,2022-04-01,M,3.0,,E,8.0,Orange,4.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,"['Ore', 'Lumber', 'Brick']",0.0,110.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
25.0,2022-04-14,M,1.0,,F,9.0,Orange,4.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,"['Brick', 'Wool', 'Grain']",0.0,55.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
25.0,2022-04-14,A,2.0,,F,8.0,White,1.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,"['Brick', 'Brick', 'Lumber']",0.0,55.0,1.0,22:10:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
25.0,2022-04-14,F,3.0,,F,10.0,Brown,4.0,1.0,9.0,2.0,1.0,0.0,0.0,2.0,"['Ore', 'Wool', 'Lumber']",0.0,55.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
25.0,2022-04-14,Cc,4.0,,F,7.0,Blue,1.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,"['Wool', 'Grain', 'Brick']",1.0,55.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
25.0,2022-04-14,B,5.0,,F,3.0,Red,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,"['Grain', 'Lumber', 'Wool']",0.0,55.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
26.0,2022-04-17,B,1.0,,B,10.0,Blue,1.0,4.0,12.0,3.0,1.0,0.0,0.0,3.0,"['Lumber', 'Lumber', 'Wool']",0.0,75.0,0.0,15:00:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,
26.0,2022-04-17,A,2.0,,B,7.0,White,2.0,3.0,8.0,3.0,0.0,1.0,0.0,1.0,"['Lumber', 'Grain']",1.0,75.0,0.0,15:00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
26.0,2022-04-17,E,3.0,,B,8.0,Orange,2.0,3.0,7.0,3.0,0.0,0.0,1.0,2.0,"['Wool', 'Grain', 'Brick']",0.0,75.0,0.0,15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
26.0,2022-04-17,V,4.0,,B,6.0,Red,1.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0,"['Lumber', 'Grain', 'Wool']",0.0,75.0,0.0,15:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
27.0,2022-04-17,V,1.0,,Cc,8.0,Blue,1.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,"['Grain', 'Lumber', 'Brick']",0.0,60.0,1.0,22:10:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
27.0,2022-04-17,E,2.0,,Cc,8.0,Brown,4.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,"['Lumber', 'Lumber', 'Grain']",0.0,60.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
27.0,2022-04-17,M,3.0,,Cc,9.0,Orange,4.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,"['Wool', 'Grain', 'Ore']",0.0,60.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
27.0,2022-04-17,Cc,4.0,,Cc,10.0,Red,5.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,"['Brick', 'Ore', 'Wool']",0.0,60.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,
27.0,2022-04-17,A,5.0,,Cc,7.0,White,1.0,4.0,9.0,2.0,1.0,0.0,0.0,1.0,"['Lumber', 'Lumber', 'Wool']",1.0,60.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
27.0,2022-04-17,B,6.0,,Cc,7.0,Green,2.0,3.0,7.0,0.0,0.0,0.0,0.0,2.0,"['Brick', 'Lumber', 'Lumber']",0.0,60.0,1.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,
28.0,2022-04-20,M,1.0,,M,10.0,Orange,5.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,"['Grain', 'Brick', 'Wool']",0.0,60.0,0.0,22:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
28.0,2022-04-20,B,2.0,,M,9.0,Blue,1.0,4.0,11.0,4.0,1.0,0.0,1.0,1.0,"['Lumber', 'Ore', 'Wool']",0.0,60.0,0.0,22:50:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
28.0,2022-04-20,A,3.0,,M,9.0,White,2.0,2.0,6.0,7.0,0.0,0.0,0.0,1.0,"['Brick', 'Grain']",1.0,60.0,0.0,22:50:00,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
29.0,2022-04-22,Cc,1.0,,A,7.0,Red,2.0,2.0,4.0,5.0,1.0,0.0,0.0,1.0,"['Grain', 'Brick', 'Ore']",0.0,50.0,1.0,23:10:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
29.0,2022-04-22,B,2.0,,A,4.0,Green,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,['Lumber'],0.0,50.0,1.0,23:10:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
29.0,2022-04-22,A,3.0,,A,10.0,White,2.0,4.0,10.0,0.0,0.0,0.0,1.0,2.0,"['Lumber', 'Lumber', 'Brick']",1.0,50.0,1.0,23:10:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,
29.0,2022-04-22,M,4.0,,A,8.0,Orange,3.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,"['Lumber', 'Ore', 'Grain']",0.0,50.0,1.0,23:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
29.0,2022-04-22,E,5.0,,A,8.0,Brown,3.0,2.0,7.0,0.0,0.0,1.0,0.0,2.0,"['Grain', 'Grain', 'Ore']",0.0,50.0,1.0,23:10:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
30.0,2022-05-01,Cc,1.0,,E,10.0,White,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"['Ore', 'Lumber', 'Brick']",0.0,45.0,0.0,18:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30.0,2022-05-01,B,2.0,,E,9.0,Blue,4.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,['Ore'],0.0,45.0,0.0,18:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,
30.0,2022-05-01,M,3.0,,E,6.0,Orange,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,"['Lumber', 'Grain', 'Wool']",0.0,45.0,0.0,18:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30.0,2022-05-01,E,4.0,,E,6.0,Red,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,"['Brick', 'Brick', 'Lumber']",1.0,45.0,0.0,18:25:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
31.0,2022-05-09,E,1.0,,E,10.0,Red,3.0,2.0,9.0,0.0,0.0,1.0,0.0,2.0,"['Brick', 'Brick', 'Lumber']",1.0,40.0,0.0,23:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"5, 8, 10, 6, 4, 9",
31.0,2022-05-09,B,2.0,,E,5.0,Blue,1.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,"['Lumber', 'Lumber', 'Lumber']",0.0,40.0,0.0,23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"3, 4, 8, 5, 6, 9",
31.0,2022-05-09,Ck,3.0,,E,7.0,Orange,2.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,"['Wool', 'Lumber', 'Brick']",0.0,40.0,0.0,23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"3, 11, 10, 5, 4, 8",
32.0,2022-05-11,B,1.0,,B,10.0,Blue,1.0,3.0,11.0,6.0,1.0,0.0,0.0,0.0,"['Grain', 'Grain', 'Brick']",0.0,60.0,0.0,23:10:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5, 6, 9, 3, 8, 4",
32.0,2022-05-11,E,2.0,,B,9.0,Red,2.0,4.0,8.0,2.0,0.0,0.0,1.0,1.0,"['Wool', 'Lumber', 'Ore']",1.0,60.0,0.0,23:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"5, 8, 10, 4, 11, 5",
32.0,2022-05-11,Ck,3.0,,B,6.0,Orange,1.0,4.0,9.0,1.0,0.0,1.0,0.0,3.0,"['Wool', 'Wool', 'Brick']",0.0,60.0,0.0,23:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,"3, 9, 6, 8, 4, 10",
33.0,2022-05-12,Ck,1.0,,B,7.0,Orange,2.0,3.0,7.0,1.0,0.0,0.0,1.0,2.0,"['Brick', 'Brick', 'Wool']",0.0,55.0,0.0,22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"10, 6, 9, 8, 11, 4",
33.0,2022-05-12,E,2.0,,B,9.0,Red,3.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,"['Lumber', 'Ore', 'Wool']",0.0,55.0,0.0,22:10:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"5, 8, 10, 6, 3, 12",
33.0,2022-05-12,B,3.0,,B,10.0,Blue,3.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,"['Ore', 'Brick', 'Grain']",1.0,55.0,0.0,22:10:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3, 6, 4, 9, 10, 5",
34.0,2022-05-22,E,3.0,,B,7.0,White,3.0,1.0,4.0,2.0,0.0,0.0,1.0,2.0,"['Wool', 'Wool', 'Lumber']",1.0,40.0,0.0,18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"4, 3, 6, 5, 10, 8",
34.0,2022-05-22,Cc,1.0,,B,9.0,Red,0.0,5.0,7.0,2.0,1.0,0.0,0.0,1.0,"['Brick', 'Grain']",0.0,40.0,0.0,18:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"5, 6, 11, 10, 8",
34.0,2022-05-22,M,2.0,,B,5.0,Orange,1.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,"['Grain', 'Lumber', 'Wool']",0.0,40.0,0.0,18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"5, 9, 10, 3, 11, 12",
34.0,2022-05-22,B,4.0,,B,10.0,Blue,4.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,"['Lumber', 'Ore', 'Ore']",0.0,40.0,0.0,18:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"4, 9, 11, 9, 10, 6",
35.0,2022-06-20,E,1.0,,Cc,6.0,Blue,2.0,2.0,5.0,4.0,1.0,0.0,0.0,1.0,"['Brick', 'Brick', 'Ore']",1.0,75.0,0.0,23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"9, 6, 5, 8, 4, 3",
35.0,2022-06-20,Cc,2.0,,Cc,10.0,Red,1.0,5.0,12.0,3.0,0.0,0.0,0.0,2.0,"['Wool', 'Lumber', 'Brick']",0.0,75.0,0.0,23:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"9, 10, 11, 5, 8, 10",
35.0,2022-06-20,M,3.0,,Cc,8.0,Orange,3.0,2.0,9.0,0.0,0.0,1.0,1.0,2.0,"['Ore', 'Ore', 'Lumber']",0.0,75.0,0.0,23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"10, 8, 5, 11, 12, 6",
36.0,2022-06-21,A,3.0,,A,10.0,White,4.0,0.0,7.0,4.0,0.0,1.0,0.0,1.0,"['Wool', 'Lumber', 'Brick']",1.0,60.0,0.0,12:30:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"3, 6, 9, 3, 4, 8",
36.0,2022-06-21,E,2.0,,A,7.0,Red,3.0,1.0,6.0,1.0,1.0,0.0,0.0,2.0,"['Ore', 'Wool']",0.0,60.0,0.0,12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,"5, 8, 10, 9, 2",
36.0,2022-06-21,M,1.0,,A,6.0,Orange,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,"['Grain', 'Lumber', 'Wool']",0.0,60.0,0.0,12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"4, 5, 8, 6, 11, 12",
36.0,2022-06-21,Cc,4.0,,A,8.0,Blue,2.0,2.0,8.0,1.0,0.0,0.0,1.0,1.0,"['Lumber', 'Lumber', 'Brick']",0.0,60.0,0.0,12:30:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"9, 11, 10, 9, 6, 5",
37.0,2022-06-22,A,3.0,,M,9.0,White,1.0,3.0,5.0,6.0,0.0,0.0,0.0,1.0,"['Wool', 'Lumber', 'Ore']",1.0,70.0,0.0,21:50:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"3, 5, 8, 6, 12, 9",
37.0,2022-06-22,E,1.0,,M,7.0,Red,0.0,5.0,8.0,3.0,1.0,0.0,0.0,1.0,"['Brick', 'Wool', 'Lumber']",0.0,70.0,0.0,21:50:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"3, 4, 8, 4, 9, 11",
37.0,2022-06-22,Cc,4.0,,M,8.0,Blue,3.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,"['Grain', 'Brick', 'Ore']",0.0,70.0,0.0,21:50:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"8, 10, 3, 9, 10",
37.0,2022-06-22,M,2.0,,M,10.0,Orange,5.0,0.0,8.0,0.0,0.0,1.0,1.0,3.0,"['Lumber', 'Lumber', 'Ore']",0.0,70.0,0.0,21:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,"6, 5, 10, 2, 4, 6",
38.0,2022-06-22,Cc,1.0,,B,8.0,Blue,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,"['Grain', 'Grain']",0.0,80.0,1.0,23:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"10, 6, 3, 8, 11",
38.0,2022-06-22,E,2.0,,B,8.0,Brown,2.0,4.0,11.0,0.0,0.0,1.0,1.0,3.0,"['Ore', 'Brick', 'Lumber']",1.0,80.0,1.0,23:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"5, 8, 9, 6, 4, 12",
38.0,2022-06-22,M,3.0,,B,8.0,Orange,3.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,"['Brick', 'Lumber', 'Lumber']",0.0,80.0,1.0,23:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"3, 4, 6, 10, 11, 9",
38.0,2022-06-22,B,4.0,,B,10.0,Red,1.0,4.0,11.0,3.0,0.0,0.0,0.0,0.0,"['Ore', 'Ore', 'Grain']",0.0,80.0,1.0,23:40:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5, 8, 9, 9, 4, 2",
38.0,2022-06-22,A,5.0,,B,8.0,White,3.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,"['Wool', 'Wool', 'Wool']",0.0,80.0,1.0,23:40:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"3, 8, 5, 10, 11",
39.0,2022-06-23,A,2.0,,M,8.0,White,1.0,3.0,5.0,5.0,0.0,0.0,0.0,1.0,"['Ore', 'Brick', 'Wool']",0.0,50.0,0.0,21:50:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"4, 8, 10, 6, 5, 11",Outer Circle
39.0,2022-06-23,E,4.0,,M,8.0,Brown,2.0,3.0,6.0,1.0,1.0,0.0,0.0,2.0,"['Lumber', 'Ore', 'Grain']",0.0,50.0,0.0,21:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"4, 11, 9, 9, 5, 10",Outer Circle
39.0,2022-06-23,M,1.0,,M,10.0,Orange,3.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,"['Brick', 'Grain', 'Lumber']",0.0,50.0,0.0,21:50:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"11, 10, 9, 10, 2, 5",Outer Circle
39.0,2022-06-23,Cc,3.0,,M,7.0,Blue,1.0,3.0,5.0,2.0,0.0,1.0,0.0,2.0,"['Ore', 'Ore', 'Lumber']",1.0,50.0,0.0,21:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"3, 8, 10, 3, 4, 9",Outer Circle
40.0,2022-06-24,E,1.0,,Cc,8.0,Brown,2.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,"['Lumber', 'Grain', 'Wool']",0.0,55.0,1.0,22:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"5, 8, 9, 3, 6, 9",
40.0,2022-06-24,B,2.0,,Cc,7.0,Blue,1.0,3.0,7.0,5.0,1.0,0.0,1.0,1.0,"['Ore', 'Wool', 'Grain']",0.0,55.0,1.0,22:35:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"5, 6, 10, 3, 5, 10",
40.0,2022-06-24,M,3.0,,Cc,7.0,Orange,2.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,"['Wool', 'Lumber', 'Lumber']",0.0,55.0,1.0,22:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"4, 8, 11, 2, 11, 10",
40.0,2022-06-24,Cc,4.0,,Cc,10.0,Blue,3.0,2.0,9.0,2.0,0.0,0.0,0.0,2.0,"['Lumber', 'Lumber', 'Grain']",0.0,55.0,1.0,22:35:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"4, 8, 9, 4, 6, 12",
40.0,2022-06-24,A,5.0,,Cc,7.0,White,2.0,1.0,4.0,2.0,0.0,1.0,0.0,2.0,"['Ore', 'Wool']",1.0,55.0,1.0,22:35:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"8, 10, 6, 9",
41.0,2022-06-25,M,1.0,,A,5.0,Orange,1.0,3.0,9.0,1.0,0.0,0.0,0.0,1.0,"['Lumber', 'Grain', 'Brick']",0.0,60.0,1.0,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"4, 11, 10, 3, 11, 12",
41.0,2022-06-25,Cc,2.0,,A,8.0,Red,3.0,1.0,5.0,3.0,1.0,1.0,0.0,2.0,"['Wool', 'Grain']",0.0,60.0,1.0,00:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"8, 9, 10, 9, 8",
41.0,2022-06-25,A,3.0,,A,10.0,White,2.0,4.0,8.0,5.0,0.0,0.0,0.0,2.0,"['Lumber', 'Lumber', 'Ore']",1.0,60.0,1.0,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"6, 9, 10, 3, 6, 12",
41.0,2022-06-25,E,4.0,,A,8.0,Brown,1.0,5.0,12.0,4.0,0.0,0.0,1.0,3.0,"['Lumber', 'Brick', 'Ore']",0.0,60.0,1.0,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,"5, 8, 11, 5, 10, 11",
41.0,2022-06-25,B,5.0,,A,7.0,Blue,0.0,5.0,11.0,3.0,0.0,0.0,0.0,2.0,"['Lumber', 'Brick', 'Wool']",0.0,60.0,1.0,00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"4, 6, 5, 6, 8",
42.0,2022-06-26,Cc,1.0,,E,5.0,Blue,0.0,5.0,6.0,1.0,0.0,0.0,1.0,1.0,"['Grain', 'Grain', 'Wool']",0.0,90.0,1.0,01:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"4, 8, 9, 2, 9, 10",
42.0,2022-06-26,Ak,2.0,,E,3.0,White,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,"['Lumber', 'Brick']",0.0,90.0,1.0,01:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"3, 6, 9, 6, 10",
